,기사제목,분류
642,"김영식세자녀출산지원재단 ""미혼남녀 '들싱나커' 만남의 장 연다""",사회
644,"수원시립미술관, '이길범:긴 여로에서' 회고전 개최",생활
646,[새책] 초고령사회 일본이 사는 법,생활
648,"[fn마켓워치]트러스톤 ""BYC 액면분할 주주가치 제고 첫 발자국""",경제
650,"[특징주]이엠넷, '네이버 치지직 돌풍' 아프리카TV 제치고 1위 등극..국내 공식파트너 부각↑",경제
652,"동부건설, 올해 상반기 신입사원 입사식 개최",경제
654,[fn마켓워치]골드만삭스 서울지점 CSG 기관고객 부문장에 임상순,경제
656,"순천시, '2024년 반려동물 친화 관광도시' 선정",사회
658,"""근무 중 떡볶이·피자 몰래 먹는 직원.. 토 나올 지경"" [어떻게 생각하세요]",사회
660,"과천시, 합계출산율 1.02명 '경기도 최고'...임신·출산 정책 확대 효과",사회
662,"도이치오토모빌그룹, ‘람보르기니 팝업 이벤트’ 진행",경제
664,"국토연, ""전세보증금 10% 의무적 예치해야""",경제
666,"국민의힘 광주광역시당, '5·18정신 헌법 수록' 총선 공약으로 확정[2024 총선]",사회
668,"""손주사랑, 신탁이 되다"" 신영證, 'APEX패밀리서비스' 출시",경제
670,"정부, 일본·캐나다와 '핵심광물 공급망 협력' 모색",경제
672,"""전기차 신기술 'EV 트렌드 코리아 2024'에서 만나세요""",경제
674,"통상차관보, 美 반도체산업협회장과 협력 방안 논의",경제
676,"정부, 외국인 직접투자 유치 강화…첨단기업에 2천억 현금지원 ",경제
678,"정부, 10대 유망시장 무역사절단 개시…UAE부터 공략",경제
680,"""분통 터지는 충전 빌런 사라지나""..전기차 충전기 연내 45만기까지 늘린다",사회
682,"'멸종 위기종' 산양, 배고픔에 277마리 숨져",생활
684,학폭 가해 기록 졸업 후 4년간 보존…학생부 '학폭란' 신설,사회
686,닫혀있던 궁궐 창문 '활짝'.. ‘창덕궁 빛·바람들이기’ 행사 개최,생활
688,"굿네이버스글로벌임팩트, 금융산업공익재단과 인도네시아 자원순환 사회적경제사업 MOU 체결",사회
690,"이재명·조국 회동서 '尹심판 연대' 공감대...""함께 헤쳐나갈 동지""[2024 총선]",정치
692,태백·영동선 ITX-마음 손실부담 줄었다...승차율 50% → 64.9%,사회
694,"국립현대미술관, '프로젝트 해시태그 2024'  오는 11일부터 온라인 공모",생활
696,대규모 프로젝트·호라이즌유럽 가입..尹정부 R&D 증액 방향,정치
698,"강원대 의대 교수들 ""일방적 증권 반대"" 항의 '삭발'",사회
700,새해에도 온라인쇼핑 20조원대 안착...여행·교통 25%↑,경제
702,새마을금고 200억 이상 공동대출 취급 금지...중앙회 심사 거쳐야,정치
704,"과기정통부, 국내 최초 사이버 보안 전용 펀드 조성 시작",IT
706,신세계푸드 이번엔 식물성 순대까지 만들었다.. 대안식품 R&D 고도화로 시장 혁신 나선다,경제
708,장기요양수급자 이달부터 전국 95개 의료기관서 재택의료서비스,사회
710,"""새 국회서 연구인력 확보 해결해달라""",IT
712,전자 폐기물 속에서 금만 뽑아냈다,IT
714,지역 의료 구멍날까 '전전긍긍'…전북도-종합병원 대책 논의,사회
716,지속되는 의대생 단체행동…'3401명' 증원신청에 교수들도 사직·삭발,사회
718,소상공인 월세 평균 124만원…10명 中 1명은 연체 경험,경제
720,"전공의 90% 현장이탈, 정부 ""무책임한 행동, 의료개혁 강행""",사회
722,"코스콤, ‘금융 클라우드 지원사업’ 참여기업 모집",경제
724,"이재명 “더불어민주연합, 與 위성정당에 대한 정당방위”[2024 총선]",정치
726,"민주, 소방재정 강화해 첨단장비 도입… 소방관 안전 높인다[2024 총선]",정치
728,"교보증권, 국내 대표주식 투자 절세형 자문형 랩 출시",경제
730,위내시경 검사로 발견된 '십이지장염'..발병 원인은,생활
732,"한은-KDI ""어렵지만 노동시장 개혁 시급""",경제
734,"수협은행, BC카드 정회원사 가입...""신규 카드회원에 BC카드사 혜택 제공""",경제
736,"광주은행, 광주FC 2024 후원금 40억원 쾌척",경제
738,"JB금융지주, 여성 포함 사외이사 2명 증원...""전문성 강화""",경제
740,의대 정원 증원 결정 반대…강원대 의대 교수들 삭발식,사회
742,열악한 학교 급식실 환기 손본다.. 튀김 후드 풍속 0.7m/s 확보,사회
744,"""임대의무기간 종료한 주택의 등록 자동 말소 부동산 대책, 합헌"" 헌재",사회
746,공정거래 자율준수 우수기업 과징금 최대 20% 감경,경제
748,제15대 인천시연극협회 지회장에 김종진 대표 선임,생활
750,“케이뱅크 앱으로 IRP 계좌개설” 한투證,경제
752,"'컷오프' 기동민, 민주 잔류…""정통 민주당 재건할 것""[2024 총선]",정치
754,"조국 ""우리당, 민주에 악재 아냐…진보진영 파이 키우는 것""[2024 총선]",정치
756,"현대어린이책미술관, 미출판된 독창적인 그림책 소개한다",경제
758,"세종시설공단, 행복아파트 100세대 입주자 모집",사회
760,60년 만에 새단장한 계명대 대명캠퍼스,사회
762,"전남도교육청, 촘촘한 교육복지 체계 구축한다",사회
764,새로워진 이마트 즉석조리코너 '키친델리' 발길 붙드네,경제
766,필드·일상 넘나드는 투웨이 디자인 골프화 등장,생활
768,[르포]비상근무 돌입 공공의료원 가보니...긴장감 맴돌아,사회
770,'옛날 교복 입고 인생내컷'...경기평생교육학습관 '그때 그 시절 교과서' 전시,사회
772,"노소영, 26억여원 빼돌린 혐의로 비서 고소",사회
774,"대구과학대, 공간정보 특성화 전문대학 8년 연속 선정",사회
776,"우리 기술로 남극 3,500m 두께 얼음 속 탐사한다",IT
778,"[속보]중대본 ""40개 대학 의대정원 3401명 증원 신청해""",사회
780,"대구보건대, 보건계열 국가고시서 성적 두각",사회
782,"베스핀글로벌, MWC서 클라우드·AI 경쟁력 등 보여줬다",IT
784,'2024 BMI 세계 비만의 날 걷기대회' 성황,사회
786,"르노코리아, 세정협조 공로로 기획재정부 장관 표창",경제
788,"HD한국조선해양, 일주일새 2조7218억원 수주 '잭팟'",경제
790,"광명시, '독서 릴레이' 참가 시민주자 100명 모집",사회
792,"[속보]중대본 ""전공의 없는 상황 가정까지 고려해 비상진료체계 마련""",사회
794,2월 건설경기지수 반등했지만 '경기부진 지속',경제
796,"델, AI 기능 강화한 2024년 기업용 노트북·워크스테이션 선공개",IT
798,'사법농단' 1심 무죄 양승태 전 대법원장 법무법인 클라스한결 합류,사회
800,"[특징주] 와이투솔루션, ‘433조원’ 전기차 충전 시장 LG家 진출 총력…핵심부품 공급 ↑",경제
801,[fn오전시황] 기관 매도 속 코스피 약세..2660선,경제
803,"숭실대, 2024학년도 입학식 개최…""학생 위한 조력자될 것""",사회
805,6일부터 열흘간 G마켓에서 진에어 특가... 전 노선 최대 5만원 할인,경제
807,신규 사외이사 장악한 '전직 관료'… 檢 20%로 최다,경제
809,"농협은행 대구본부, 대구교육사랑카드 적립기금 8억 전달",사회
811,"[속보] 대통령실 ""대규모 R&D 여럿 편성..호라이즌 유럽 가입 임박""",정치
813,합리적인 분양가 ‘두산위브더제니스 센트럴 용인’ 12일(화) 특공,경제
815,"컬리, 테크 전 직군 경력 채용...AI직군 추가",경제
817,"이마트24, 신안군 손잡고 지역 특산물 활용한 김밥 개발",경제
819,"전남대병원, 민정준 화순전남대병원장·황윤찬 치과병원장 임명",사회
821,"11번가 게임 이벤트 '11클로버', 접속 1억회 돌파",경제
823,충격 흡수 기능 최고...네파 하이킹화 '휘슬라이저' 선봬,생활
825,부산항만공사 지난해 순이익 349억원..20년 연속 흑자경영,사회
827,메타·오픈AI 계보 잇는다...'XR주' 모멘텀 힘 실릴까,경제
829,"""중대재해법 적용 유예"" 부산서 中企人 5천명 결집",경제
831,與野 공천논란·중도층·勢키우는 제3지대..전문가들이 본 22대총선 전망은 [2024 총선],정치
833,"경기 광주시, 892억 규모 '통합바이오가스화시설' 공모 선정",사회
835,"홍익표, 이종섭 호주대사 임명에 ""피의자 해외도피 시키는 행위""[2024 총선]",정치
837,"美 해군 이지스함 하긴스함, 제주해군기지 입항",정치
839,"보훈부·카뱅, 다자녀 국가유공자에 '공부방' 드립니다",정치
841,"홍준표 ""박정희 광장+동상 검토"" VS 민주당 ""우상화 반발""",사회
843,"동문건설, 잡플래닛 선정 ‘2024 일하기 좋은 건설사’ 1위",경제
845,"건장한 4명 男, 무릎까지 꿇더니.. 무인분식집 CCTV에 찍힌 선행 [따뜻했슈]",사회
847,"""제사 도와달라"" 말에 반찬통 던진 시누이…남편은 '참으라고만' [어떻게 생각하세요]",사회
849,"광주광역시, '아이돌보미' 전문성 높인다",사회
851,대전 도시鐵 2호선 '트램' 총사업비 1조4782억원 확정,사회
853,바이오파운드리 구축해 첨단바이오 기술 확보한다,IT
855,"BNP파리바은행, 도로테 레가조니 서울지점 신임 대표 선임",경제
857,"군포시, 5월 17일까지 '주민참여예산 제안사업' 공모...상품권 1만원 지급",사회
859,이재명-조국 오늘 회동…총선 연대 논의 여부 주목[2024 총선],정치
861,"이건, 비스포크 강마루 ‘그린’ 출시",경제
863,"'넷 아트' 선구자 슈리칭, LG 구겐하임 어워드 수상",경제
865,주방업계도 올해의 색 '피치&코랄'에 주목,경제
867,"수원시, 노후 경유차 2142대 '조기폐차 지원'",사회
869,성매매 업소서 ‘몰카’ 찍어 뿌린 40대男 구속,사회
871,2024 경기인디뮤직페스티벌 개최지는 '파주 임진각 평화누리',사회
873,"KT, '엔지니어링 플랫폼 서비스' 포털 오픈…""제조 R&D 디지털 혁신 견인""",IT
875,"파수, '엔터프라이즈 LLM' 출시.. ""기업용 AI 시장 공략""",IT
877,"대전도시公, 탑립·전민지구 국가産團 개발 본격화",사회
879,"홍천군, 귀농희망 도시민 대상 체류형 지원센터 운영",사회
881,"대창솔루션 계열사 크리오스, '900억 밸류' 기관 펀딩",경제
883,[특징주] 하나금융·KB금융 사상 최고가...밸류업 기대감에 금융주 강세,경제
885,"보리차, 이제는 물 대신 마신다..물 대용 RTD 보리차 인기",경제
887,"부산시설공단-부산적십자, 공헌 캠페인 ‘교차 홍보’",사회
889,"황보승희 의원, 공천 대가 현금수수 의혹 '무혐의' 결론",정치
891,<인사> 팔로 알토 네트웍스,사회
892,"성남시, 아파트 경비·청소 노동자 휴게시설 개선 '최대 500만원 지원'",사회
894,"새로움·즐거움·맛 경험 가득한 매장...세븐일레븐, 2024 상품전시회 개최",경제
896,"SK스토아, 인플루언서 김준희와 함께 '알렌오' 선보인다",경제
898,"GS25, 3월 '갓세일' 신학기 인기템 최대 50% 할인한다",경제
900,"맘스터치, 1만원대 착한가격 '싸이순살맥스' 출시",경제
902,"엔케이맥스, Tau 2024 글로벌 컨퍼런스 초록 채택",경제
904,"용혜인, 이번 총선도 野 위성정당 비례로 출마[2024 총선]",정치
906,"부산교육청, 초등생 디지털 소양 교육 보조교재 개발 완료",사회
908,'가수 축하공연에 경품 추첨까지'..부산대 이색 입학식 '눈길',사회
910,"용인시, 저소득층 전세보증금 반환보증료 '최대 30만원 지원'",사회
912,선호도 높은 ‘역세권’ 입지 ‘디지털 엠파이어 평촌 비즈밸리’,경제
914,"이창용 ""낮게 매달린 과일 없다...어려움 수반된 구조개혁 필요""",경제
916,"국힘, 강서을 박민식·영등포갑 김영주 우선추천…서초을에 신동욱[2024 총선]",정치
918,"""1일 숙박권 제공"".. 레고랜드 호텔 '골든 숏 브레이크' 프로모션",생활
920,"민주 권인숙, 김건희 특검법 재발의…""22대 국회까지 기다릴 수 없어""[2024 총선]",정치
922,"이복현 ""홍콩 ELS 배상기준안 11일 발표..0~100% 차등 배상""",경제
924,"경기도, 판교TV 새싹기업 '해외진출 지원' 참가기업 모집",사회
926,K-프리미엄까지 붙은 비트코인 9500만원 돌파 [코인브리핑],경제
928,"남사친 母 돌아가셨는데.. 장례식장 가지 말라는 남편, 이유 '황당'  [어떻게 생각하세요]",사회
930,"정부, 소프트웨어 산업 SaaS 대전환 논의",IT
932,"네이버, '사우디판 CES' 참가‥세계 최초 웹 플랫폼 기반 로봇 OS도 공개",IT
934,"경기도, 4788억 투입 '평생교육진흥 시행계획' 수립 시행",사회
936,"이복현 ""4월 위기설 없다..10위권 건설사들 유동성 위기 無""",경제
938,"부산교육청, 학교 용지 무단 점유 업체에 행정대집행 실행",사회
940,"국내 기업들 개정세법 긍정적 평가 ""경제활력 제고에 힘줬다""",경제
941,"노랑풍선, '2024년도 상반기 채용 연계형 인턴' 모집",생활
943,"""갑자기 인기폭발""…국산 고등어, 아프리카서 '싹쓸이' 왜?",경제
945,필수 영양소 단백질 '매일먹는 조아 프로틴 케어',생활
947,"비상교육-콴다, AI 디지털교과서 개발 '맞손'",경제
949,"'아파트 층간소음 잡는다' 삼표산업, 고성능 몰탈 개발",경제
951,"현대커머셜, 피치(Fitch) 신용등급 ‘BBB+ Stable’로 상향",경제
953,"[속보]국힘,  강서을 박민식·영등포갑 김영주 전략공천…서초을 신동욱 단수",정치
955,"바이오솔빅스, 삼성서울병원과 '암 오가노이드 플랫폼' 개발 공동연구",경제
959,"경기도, 사회적경제기업에 550억원 금융 지원...임팩트 유니콘 100개 육성",사회
